TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %
140.0,35.0,20.0,-76.25,194.5,118.25,889.75,70.0
140.0,35.0,30.0,-94.25,167.5,73.25,934.75,60.0
140.0,35.0,40.0,-122.75,140.5,17.75,990.25,60.0
160.0,40.0,10.0,-68.5,-5.5,-74.0,984.0,60.0
160.0,40.0,20.0,-97.0,44.0,-53.0,1011.0,60.0
160.0,40.0,30.0,-125.5,17.0,-108.5,1066.5,50.0
160.0,40.0,40.0,-154.0,-10.0,-164.0,1122.0,50.0
180.0,45.0,10.0,-137.5,-2.5,-140.0,1175.0,70.0
180.0,45.0,20.0,-140.25,-12.0,-152.25,1187.25,60.0
180.0,45.0,30.0,-168.75,-40.5,-209.25,1244.25,60.0
180.0,45.0,40.0,-188.75,-69.0,-257.75,1292.75,60.0
200.0,50.0,10.0,-24.5,-141.0,-165.5,1290.5,60.0
200.0,50.0,20.0,38.0,-169.5,-131.5,1289.0,60.0
200.0,50.0,30.0,14.5,-198.0,-183.5,1341.0,60.0
200.0,50.0,40.0,-9.0,-226.5,-235.5,1393.0,60.0
40.0,10.0,10.0,-259.0,-226.0,-485.0,881.0,40.0
40.0,10.0,20.0,-267.5,-234.5,-502.0,898.0,40.0
40.0,10.0,30.0,-276.0,-243.0,-519.0,915.0,40.0
40.0,10.0,40.0,-284.5,-202.0,-486.5,890.5,40.0
60.0,15.0,10.0,60.5,209.75,270.25,389.0,80.0
60.0,15.0,20.0,38.5,199.75,238.25,421.0,80.0
60.0,15.0,30.0,16.5,189.75,206.25,453.0,70.0
60.0,15.0,40.0,51.75,230.5,282.25,396.5,90.0
80.0,20.0,10.0,142.0,173.5,315.5,503.5,70.0
80.0,20.0,20.0,127.0,165.0,292.0,537.0,70.0
80.0,20.0,30.0,114.5,146.5,261.0,568.0,70.0
80.0,20.0,40.0,96.0,128.0,224.0,605.0,70.0
100.0,25.0,10.0,346.5,162.5,509.0,664.75,60.0
100.0,25.0,20.0,323.0,152.5,475.5,698.25,60.0
100.0,25.0,30.0,299.5,142.5,442.0,731.75,60.0
100.0,25.0,40.0,276.0,132.5,408.5,765.25,60.0
120.0,30.0,10.0,176.5,301.5,478.0,695.0,70.0
120.0,30.0,20.0,156.5,339.5,496.0,705.5,80.0
120.0,30.0,30.0,136.5,322.5,459.0,742.5,80.0
120.0,30.0,40.0,116.5,305.5,422.0,779.5,80.0
140.0,35.0,10.0,9.75,109.5,119.25,764.5,60.0
140.0,35.0,20.0,59.25,167.75,227.0,695.25,70.0
140.0,35.0,30.0,40.75,149.25,190.0,732.25,70.0
140.0,35.0,40.0,22.25,134.25,156.5,765.75,70.0
160.0,40.0,10.0,-82.0,105.5,23.5,784.5,80.0
160.0,40.0,20.0,-104.0,166.0,62.0,768.0,80.0
160.0,40.0,30.0,-126.0,156.0,30.0,800.0,80.0
160.0,40.0,40.0,-46.0,146.0,100.0,750.0,80.0
180.0,45.0,10.0,-78.0,-137.75,-215.75,1052.75,50.0
180.0,45.0,20.0,-55.0,-67.5,-122.5,1018.0,60.0
180.0,45.0,30.0,-73.5,-94.5,-168.0,1063.5,60.0
180.0,45.0,40.0,-92.0,-121.5,-213.5,1109.0,60.0
200.0,50.0,10.0,-122.0,-112.0,-234.0,1174.0,60.0
200.0,50.0,20.0,-47.0,-101.0,-148.0,1148.0,60.0
200.0,50.0,30.0,-65.5,-136.5,-202.0,1202.0,60.0
200.0,50.0,40.0,-84.0,-49.5,-133.5,1158.5,60.0
40.0,10.0,10.0,-295.5,-228.5,-524.0,907.0,40.0
40.0,10.0,20.0,-300.5,-208.0,-508.5,896.5,40.0
40.0,10.0,30.0,-305.5,-213.0,-518.5,906.5,40.0
40.0,10.0,40.0,-316.5,-218.0,-534.5,922.5,40.0
60.0,15.0,10.0,97.75,99.25,197.0,411.25,70.0
60.0,15.0,20.0,79.75,123.75,203.5,415.25,70.0
60.0,15.0,30.0,57.75,110.25,168.0,450.75,70.0
60.0,15.0,40.0,35.75,96.75,132.5,486.25,60.0
80.0,20.0,10.0,107.0,128.5,235.5,502.5,80.0
80.0,20.0,20.0,92.0,130.0,222.0,536.0,70.0
80.0,20.0,30.0,77.0,111.5,188.5,569.5,70.0
80.0,20.0,40.0,62.0,93.0,155.0,603.0,70.0
100.0,25.0,10.0,206.5,381.25,587.75,577.25,70.0
100.0,25.0,20.0,188.0,371.25,559.25,605.75,70.0
100.0,25.0,30.0,169.5,361.25,530.75,634.25,70.0
100.0,25.0,40.0,151.0,351.25,502.25,662.75,70.0
120.0,30.0,10.0,453.0,282.0,735.0,667.5,80.0
120.0,30.0,20.0,439.5,259.5,699.0,703.5,80.0
120.0,30.0,30.0,426.0,232.5,658.5,744.0,80.0
120.0,30.0,40.0,412.5,286.0,698.5,720.5,80.0
140.0,35.0,10.0,20.25,119.75,140.0,712.25,70.0
140.0,35.0,20.0,-10.25,104.75,94.5,757.75,70.0
140.0,35.0,30.0,-40.75,89.75,49.0,803.25,70.0
140.0,35.0,40.0,17.0,74.75,91.75,779.75,80.0
160.0,40.0,10.0,155.5,48.5,204.0,830.0,80.0
160.0,40.0,20.0,137.0,31.0,168.0,866.0,70.0
160.0,40.0,30.0,138.5,104.5,243.0,833.0,90.0
160.0,40.0,40.0,120.0,106.0,226.0,870.0,90.0
180.0,45.0,10.0,83.5,65.25,148.75,1001.0,80.0
180.0,45.0,20.0,63.5,38.25,101.75,1048.0,80.0
180.0,45.0,30.0,43.5,11.25,54.75,1095.0,70.0
180.0,45.0,40.0,165.0,88.0,253.0,975.5,90.0
200.0,50.0,10.0,204.0,4.0,208.0,1094.5,80.0
200.0,50.0,20.0,180.5,-19.5,161.0,1141.5,70.0
200.0,50.0,30.0,157.0,-10.5,146.5,1181.0,70.0
200.0,50.0,40.0,158.5,-34.0,124.5,1228.0,70.0
40.0,10.0,10.0,-215.0,-305.0,-520.0,926.5,10.0
40.0,10.0,20.0,-243.5,-323.5,-567.0,973.5,10.0
40.0,10.0,30.0,-272.0,-342.0,-614.0,1020.5,10.0
40.0,10.0,40.0,-260.0,-360.5,-620.5,1040.0,10.0
60.0,15.0,10.0,398.25,97.25,495.5,403.75,80.0
60.0,15.0,20.0,384.75,73.75,458.5,440.75,80.0
60.0,15.0,30.0,371.25,96.0,467.25,439.5,70.0
60.0,15.0,40.0,357.75,85.0,442.75,471.5,70.0
80.0,20.0,10.0,257.5,240.5,498.0,593.0,70.0
80.0,20.0,20.0,285.0,217.0,502.0,599.0,60.0
80.0,20.0,30.0,266.5,193.5,460.0,641.0,60.0
80.0,20.0,40.0,248.0,170.0,418.0,683.0,60.0
100.0,25.0,10.0,525.0,393.75,918.75,505.0,100.0
100.0,25.0,20.0,520.0,388.75,908.75,515.0,100.0
100.0,25.0,30.0,515.0,383.75,898.75,525.0,100.0
100.0,25.0,40.0,510.0,378.75,888.75,535.0,100.0
120.0,30.0,10.0,242.0,358.5,600.5,707.5,80.0
120.0,30.0,20.0,303.5,331.5,635.0,712.0,80.0
120.0,30.0,30.0,375.0,381.0,756.0,654.0,90.0
120.0,30.0,40.0,375.0,359.0,734.0,676.0,90.0
140.0,35.0,10.0,294.25,219.75,514.0,637.5,90.0
140.0,35.0,20.0,285.75,192.75,478.5,673.0,90.0
140.0,35.0,30.0,277.25,165.75,443.0,708.5,90.0
140.0,35.0,40.0,268.75,149.25,418.0,733.5,90.0
160.0,40.0,10.0,-23.0,18.0,-5.0,945.0,60.0
160.0,40.0,20.0,-62.0,78.0,16.0,944.0,70.0
160.0,40.0,30.0,-95.0,51.0,-44.0,1004.0,70.0
160.0,40.0,40.0,-122.0,24.0,-98.0,1058.0,70.0
180.0,45.0,10.0,-88.25,131.75,43.5,1038.75,90.0
180.0,45.0,20.0,-120.25,198.25,78.0,1094.25,80.0
180.0,45.0,30.0,-152.25,174.75,22.5,1149.75,60.0
180.0,45.0,40.0,-175.75,255.0,79.25,1122.25,70.0
200.0,50.0,10.0,-7.0,-57.0,-64.0,1214.0,70.0
200.0,50.0,20.0,-14.0,-81.5,-95.5,1270.5,70.0
200.0,50.0,30.0,-46.0,-106.0,-152.0,1327.0,60.0
200.0,50.0,40.0,-78.0,-138.0,-216.0,1391.0,60.0
40.0,10.0,10.0,-174.5,-257.0,-431.5,891.0,20.0
40.0,10.0,20.0,-188.0,-245.0,-433.0,899.5,30.0
40.0,10.0,30.0,-160.5,-260.0,-420.5,892.0,30.0
40.0,10.0,40.0,-165.5,-275.0,-440.5,912.0,20.0
60.0,15.0,10.0,247.5,191.25,438.75,358.5,90.0
60.0,15.0,20.0,234.0,177.75,411.75,385.5,90.0
60.0,15.0,30.0,273.75,210.0,483.75,336.75,90.0
60.0,15.0,40.0,265.25,201.5,466.75,353.75,90.0
80.0,20.0,10.0,268.5,208.0,476.5,485.5,70.0
80.0,20.0,20.0,250.0,186.0,436.0,526.0,70.0
80.0,20.0,30.0,287.5,164.0,451.5,520.5,80.0
80.0,20.0,40.0,274.0,142.0,416.0,556.0,80.0
100.0,25.0,10.0,218.0,100.0,318.0,690.75,60.0
100.0,25.0,20.0,191.0,85.0,276.0,732.75,60.0
100.0,25.0,30.0,240.75,70.0,310.75,724.25,70.0
100.0,25.0,40.0,222.25,55.0,277.25,757.75,70.0
120.0,30.0,10.0,374.5,194.5,569.0,725.5,80.0
120.0,30.0,20.0,356.0,176.0,532.0,762.5,80.0
120.0,30.0,30.0,337.5,157.5,495.0,799.5,80.0
120.0,30.0,40.0,319.0,139.0,458.0,836.5,70.0
140.0,35.0,10.0,170.75,102.5,273.25,834.5,70.0
140.0,35.0,20.0,173.5,218.0,391.5,772.25,70.0
140.0,35.0,30.0,257.75,225.5,483.25,757.5,90.0
140.0,35.0,40.0,324.0,215.5,539.5,718.75,90.0
160.0,40.0,10.0,266.0,-121.5,144.5,809.5,90.0
160.0,40.0,20.0,256.0,-145.0,111.0,843.0,90.0
160.0,40.0,30.0,266.0,-153.0,113.0,861.0,90.0
160.0,40.0,40.0,256.0,-84.0,172.0,822.0,80.0
180.0,45.0,10.0,39.0,-245.75,-206.75,1118.0,60.0
180.0,45.0,20.0,10.5,-277.75,-267.25,1178.5,60.0
180.0,45.0,30.0,184.5,-202.5,-18.0,1001.25,80.0
180.0,45.0,40.0,192.0,-125.75,66.25,986.75,90.0
200.0,50.0,10.0,32.5,-2.0,30.5,1024.5,80.0
200.0,50.0,20.0,12.5,-24.0,-11.5,1066.5,80.0
200.0,50.0,30.0,110.0,-46.0,64.0,1016.0,80.0
200.0,50.0,40.0,95.0,-68.0,27.0,1053.0,80.0
40.0,10.0,10.0,-233.5,-231.0,-464.5,944.0,30.0
40.0,10.0,20.0,-248.5,-246.0,-494.5,974.0,30.0
40.0,10.0,30.0,-263.5,-261.0,-524.5,1004.0,30.0
40.0,10.0,40.0,-278.5,-276.0,-554.5,1034.0,30.0
60.0,15.0,10.0,126.0,179.0,305.0,392.5,90.0
60.0,15.0,20.0,139.25,170.5,309.75,396.0,90.0
60.0,15.0,30.0,120.75,162.0,282.75,423.0,80.0
60.0,15.0,40.0,102.25,153.5,255.75,450.0,80.0
80.0,20.0,10.0,349.0,137.0,486.0,550.0,80.0
80.0,20.0,20.0,328.0,161.0,489.0,557.0,80.0
80.0,20.0,30.0,354.0,139.0,493.0,564.0,80.0
80.0,20.0,40.0,332.0,117.0,449.0,608.0,70.0
100.0,25.0,10.0,369.0,121.5,490.5,752.0,70.0
100.0,25.0,20.0,345.5,98.5,444.0,798.5,60.0
100.0,25.0,30.0,322.0,66.5,388.5,854.0,60.0
100.0,25.0,40.0,298.5,34.5,333.0,909.5,50.0
120.0,30.0,10.0,143.0,125.0,268.0,948.5,60.0
120.0,30.0,20.0,142.5,115.0,257.5,989.0,50.0
120.0,30.0,30.0,187.5,99.0,286.5,975.0,60.0
120.0,30.0,40.0,169.0,70.5,239.5,1022.0,60.0
140.0,35.0,10.0,29.25,-46.0,-16.75,944.25,50.0
140.0,35.0,20.0,11.25,-74.5,-63.25,990.75,50.0
140.0,35.0,30.0,-20.75,-103.0,-123.75,1051.25,50.0
140.0,35.0,40.0,-47.5,-131.5,-179.0,1106.5,50.0
160.0,40.0,10.0,-35.5,12.0,-23.5,985.5,70.0
160.0,40.0,20.0,-71.0,-8.0,-79.0,1041.0,70.0
160.0,40.0,30.0,-91.0,-8.0,-99.0,1081.0,60.0
160.0,40.0,40.0,-130.0,-28.0,-158.0,1140.0,60.0
180.0,45.0,10.0,65.0,-17.75,47.25,1102.5,80.0
180.0,45.0,20.0,40.0,-37.75,2.25,1147.5,80.0
180.0,45.0,30.0,27.0,-57.75,-30.75,1180.5,80.0
180.0,45.0,40.0,-1.5,-77.75,-79.25,1229.0,80.0
200.0,50.0,10.0,87.5,-141.0,-53.5,1316.0,70.0
200.0,50.0,20.0,80.5,-144.0,-63.5,1326.0,70.0
200.0,50.0,30.0,77.0,-176.0,-99.0,1386.5,70.0
200.0,50.0,40.0,48.5,-208.0,-159.5,1447.0,60.0
40.0,10.0,10.0,-271.5,-233.0,-504.5,887.5,30.0
40.0,10.0,20.0,-256.0,-238.0,-494.0,886.5,30.0
40.0,10.0,30.0,-264.5,-243.0,-507.5,900.0,30.0
40.0,10.0,40.0,-273.0,-248.0,-521.0,913.5,30.0
60.0,15.0,10.0,188.0,142.25,330.25,374.75,80.0
60.0,15.0,20.0,206.25,132.25,338.5,377.0,80.0
60.0,15.0,30.0,192.75,122.25,315.0,400.5,80.0
60.0,15.0,40.0,179.25,112.25,291.5,424.0,80.0
80.0,20.0,10.0,248.0,193.0,441.0,463.0,70.0
80.0,20.0,20.0,241.0,219.0,460.0,455.0,70.0
80.0,20.0,30.0,227.5,205.5,433.0,482.0,70.0
80.0,20.0,40.0,214.0,192.0,406.0,509.0,70.0
100.0,25.0,10.0,344.0,177.75,521.75,525.75,80.0
100.0,25.0,20.0,330.5,164.25,494.75,552.75,80.0
100.0,25.0,30.0,317.0,150.75,467.75,579.75,80.0
100.0,25.0,40.0,303.5,137.25,440.75,606.75,80.0
120.0,30.0,10.0,144.5,101.5,246.0,792.0,60.0
120.0,30.0,20.0,172.5,83.0,255.5,797.5,60.0
120.0,30.0,30.0,145.5,79.5,225.0,843.0,60.0
120.0,30.0,40.0,118.5,61.0,179.5,888.5,60.0
140.0,35.0,10.0,11.75,74.25,86.0,764.5,70.0
140.0,35.0,20.0,-16.75,52.25,35.5,815.0,70.0
140.0,35.0,30.0,-38.25,30.25,-8.0,858.5,60.0
140.0,35.0,40.0,18.0,8.25,26.25,847.0,60.0
160.0,40.0,10.0,12.0,-55.0,-43.0,903.0,70.0
160.0,40.0,20.0,-8.0,-82.0,-90.0,950.0,70.0
160.0,40.0,30.0,-28.0,-109.0,-137.0,997.0,60.0
160.0,40.0,40.0,-42.0,-40.0,-82.0,984.0,60.0
180.0,45.0,10.0,20.0,41.75,61.75,1088.0,80.0
180.0,45.0,20.0,-5.0,18.25,13.25,1136.5,80.0
180.0,45.0,30.0,-30.0,-5.25,-35.25,1185.0,70.0
180.0,45.0,40.0,-46.5,75.0,28.5,1150.5,70.0
200.0,50.0,10.0,21.5,-128.5,-107.0,1257.0,80.0
200.0,50.0,20.0,-7.0,-132.0,-139.0,1314.0,80.0
200.0,50.0,30.0,67.5,-43.0,24.5,1203.0,80.0
200.0,50.0,40.0,47.5,-66.5,-19.0,1246.5,60.0
40.0,10.0,10.0,-227.5,-245.5,-473.0,900.0,30.0
40.0,10.0,20.0,-227.5,-221.5,-449.0,886.5,40.0
40.0,10.0,30.0,-227.5,-226.5,-454.0,891.5,40.0
40.0,10.0,40.0,-227.5,-231.5,-459.0,896.5,40.0
60.0,15.0,10.0,247.5,122.0,369.5,258.25,90.0
60.0,15.0,20.0,247.5,113.5,361.0,266.75,90.0
60.0,15.0,30.0,247.5,105.0,352.5,275.25,90.0
60.0,15.0,40.0,247.5,156.0,403.5,234.75,100.0
80.0,20.0,10.0,169.5,178.0,347.5,451.5,90.0
80.0,20.0,20.0,207.0,207.0,414.0,407.0,90.0
80.0,20.0,30.0,198.5,246.5,445.0,389.0,100.0
80.0,20.0,40.0,190.0,303.0,493.0,357.0,100.0
100.0,25.0,10.0,243.75,108.25,352.0,603.0,60.0
100.0,25.0,20.0,233.75,139.0,372.75,594.75,60.0
100.0,25.0,30.0,368.75,113.5,482.25,525.25,80.0
100.0,25.0,40.0,368.75,233.5,602.25,432.75,100.0
120.0,30.0,10.0,139.5,124.0,263.5,774.5,60.0
120.0,30.0,20.0,176.0,247.0,423.0,664.5,70.0
120.0,30.0,30.0,306.0,241.5,547.5,573.0,80.0
120.0,30.0,40.0,301.0,309.5,610.5,525.0,80.0
140.0,35.0,10.0,138.5,16.75,155.25,569.25,70.0
140.0,35.0,20.0,201.25,7.25,208.5,535.25,70.0
140.0,35.0,30.0,201.25,-26.75,174.5,569.25,70.0
140.0,35.0,40.0,201.25,-60.75,140.5,603.25,70.0
160.0,40.0,10.0,-156.5,-45.0,-201.5,823.5,60.0
160.0,40.0,20.0,-89.0,-52.0,-141.0,805.0,60.0
160.0,40.0,30.0,-114.5,-79.0,-193.5,857.5,60.0
160.0,40.0,40.0,-140.0,-106.0,-246.0,910.0,60.0
180.0,45.0,10.0,-283.0,-134.25,-417.25,1092.25,50.0
180.0,45.0,20.0,-318.5,-162.75,-481.25,1156.25,50.0
180.0,45.0,30.0,-354.0,-191.25,-545.25,1220.25,50.0
180.0,45.0,40.0,-359.0,-219.75,-578.75,1253.75,50.0
200.0,50.0,10.0,-298.0,-153.5,-451.5,1214.0,50.0
200.0,50.0,20.0,-333.5,-182.0,-515.5,1278.0,50.0
200.0,50.0,30.0,-354.5,-210.5,-565.0,1327.5,50.0
200.0,50.0,40.0,-393.5,-239.0,-632.5,1395.0,50.0
40.0,10.0,10.0,-198.0,-353.5,-551.5,1019.5,10.0
40.0,10.0,20.0,-196.0,-351.5,-547.5,1030.0,20.0
40.0,10.0,30.0,-218.0,-375.0,-593.0,1075.5,20.0
40.0,10.0,40.0,-240.0,-358.0,-598.0,1085.5,20.0
60.0,15.0,10.0,61.5,159.75,221.25,406.5,70.0
60.0,15.0,20.0,46.5,146.25,192.75,435.0,70.0
60.0,15.0,30.0,31.5,132.75,164.25,463.5,70.0
60.0,15.0,40.0,16.5,119.25,135.75,492.0,70.0
80.0,20.0,10.0,234.5,249.5,484.0,454.0,90.0
80.0,20.0,20.0,221.0,236.0,457.0,481.0,90.0
80.0,20.0,30.0,207.5,222.5,430.0,508.0,80.0
80.0,20.0,40.0,194.0,209.0,403.0,535.0,80.0
100.0,25.0,10.0,221.5,493.75,715.25,612.25,80.0
100.0,25.0,20.0,208.5,483.75,692.25,635.25,80.0
100.0,25.0,30.0,250.75,473.75,724.5,629.25,80.0
100.0,25.0,40.0,237.25,463.75,701.0,652.75,80.0
120.0,30.0,10.0,111.0,446.5,557.5,749.0,90.0
120.0,30.0,20.0,147.5,428.0,575.5,750.5,80.0
120.0,30.0,30.0,129.0,414.0,543.0,783.0,80.0
120.0,30.0,40.0,207.0,392.0,599.0,757.0,90.0
140.0,35.0,10.0,-39.25,273.75,234.5,792.75,80.0
140.0,35.0,20.0,-52.25,255.25,203.0,824.25,80.0
140.0,35.0,30.0,-79.25,236.75,157.5,869.75,80.0
140.0,35.0,40.0,-85.25,315.25,230.0,837.5,90.0
160.0,40.0,10.0,-82.5,-88.0,-170.5,1022.5,70.0
160.0,40.0,20.0,-111.0,-108.0,-219.0,1071.0,60.0
160.0,40.0,30.0,-139.5,-108.0,-247.5,1099.5,50.0
160.0,40.0,40.0,-66.0,-20.0,-86.0,986.0,60.0
180.0,45.0,10.0,-62.25,1.25,-61.0,1075.75,70.0
180.0,45.0,20.0,18.25,-22.25,-4.0,1048.0,80.0
180.0,45.0,30.0,-5.25,-45.75,-51.0,1095.0,80.0
180.0,45.0,40.0,-13.5,-69.25,-82.75,1126.75,80.0
200.0,50.0,10.0,-69.5,86.5,17.0,1148.0,80.0
200.0,50.0,20.0,-101.5,88.0,-13.5,1203.5,80.0
200.0,50.0,30.0,-133.5,64.5,-69.0,1259.0,80.0
200.0,50.0,40.0,-43.0,59.5,16.5,1198.5,80.0
40.0,10.0,10.0,-241.0,-284.5,-525.5,961.5,20.0
40.0,10.0,20.0,-259.5,-242.0,-501.5,952.0,30.0
40.0,10.0,30.0,-242.5,-252.0,-494.5,950.0,30.0
40.0,10.0,40.0,-256.0,-262.0,-518.0,973.5,30.0
60.0,15.0,10.0,90.0,166.75,256.75,437.75,80.0
60.0,15.0,20.0,105.5,189.0,294.5,421.75,80.0
60.0,15.0,30.0,87.0,175.5,262.5,453.75,80.0
60.0,15.0,40.0,119.25,162.0,281.25,442.5,80.0
80.0,20.0,10.0,212.5,267.0,479.5,497.5,90.0
80.0,20.0,20.0,199.0,303.0,502.0,486.0,90.0
80.0,20.0,30.0,185.5,293.0,478.5,509.5,90.0
80.0,20.0,40.0,172.0,283.0,455.0,533.0,90.0
100.0,25.0,10.0,424.25,320.75,745.0,668.75,80.0
100.0,25.0,20.0,462.25,290.25,752.5,673.75,80.0
100.0,25.0,30.0,504.5,259.75,764.25,678.25,80.0
100.0,25.0,40.0,491.0,229.25,720.25,722.25,80.0
120.0,30.0,10.0,340.5,226.5,567.0,840.0,80.0
120.0,30.0,20.0,313.5,213.0,526.5,895.5,80.0
120.0,30.0,30.0,295.5,261.0,556.5,882.0,90.0
120.0,30.0,40.0,265.0,242.0,507.0,931.5,80.0
140.0,35.0,10.0,8.25,-58.25,-50.0,855.0,60.0
140.0,35.0,20.0,-27.25,-90.25,-117.5,922.5,60.0
140.0,35.0,30.0,-62.75,-122.25,-185.0,990.0,60.0
140.0,35.0,40.0,-93.0,-154.25,-247.25,1052.25,60.0
160.0,40.0,10.0,28.0,-52.5,-24.5,994.5,70.0
160.0,40.0,20.0,88.0,11.0,99.0,921.0,80.0
160.0,40.0,30.0,61.0,110.5,171.5,896.5,80.0
160.0,40.0,40.0,34.0,92.0,126.0,942.0,70.0
180.0,45.0,10.0,83.5,-28.5,55.0,1094.75,80.0
180.0,45.0,20.0,63.5,-41.5,22.0,1127.75,70.0
180.0,45.0,30.0,43.5,-73.5,-30.0,1179.75,70.0
180.0,45.0,40.0,23.5,-105.5,-82.0,1231.75,70.0
200.0,50.0,10.0,-38.5,-91.0,-129.5,1207.0,70.0
200.0,50.0,20.0,-62.0,-119.5,-181.5,1259.0,70.0
200.0,50.0,30.0,-85.5,-133.5,-219.0,1296.5,70.0
200.0,50.0,40.0,-109.0,-165.5,-274.5,1352.0,70.0
40.0,10.0,10.0,-231.0,-144.5,-375.5,847.5,30.0
40.0,10.0,20.0,-241.0,-163.0,-404.0,876.0,30.0
40.0,10.0,30.0,-251.0,-181.5,-432.5,904.5,30.0
40.0,10.0,40.0,-261.0,-200.0,-461.0,933.0,30.0
60.0,15.0,10.0,114.25,81.0,195.25,444.5,70.0
60.0,15.0,20.0,95.75,54.0,149.75,490.0,70.0
60.0,15.0,30.0,77.25,27.0,104.25,535.5,60.0
60.0,15.0,40.0,58.75,0.0,58.75,581.0,60.0
80.0,20.0,10.0,82.5,257.0,339.5,557.5,60.0
80.0,20.0,20.0,59.0,278.0,337.0,579.0,60.0
80.0,20.0,30.0,35.5,259.5,295.0,621.0,60.0
80.0,20.0,40.0,73.0,241.0,314.0,613.0,70.0
100.0,25.0,10.0,375.25,315.25,690.5,568.25,80.0
100.0,25.0,20.0,361.75,296.75,658.5,600.25,80.0
100.0,25.0,30.0,348.25,346.25,694.5,588.0,90.0
100.0,25.0,40.0,407.5,336.25,743.75,551.25,90.0
120.0,30.0,10.0,318.0,379.5,697.5,589.5,100.0
120.0,30.0,20.0,374.5,379.5,754.0,564.5,100.0
120.0,30.0,30.0,369.0,379.5,748.5,570.0,100.0
120.0,30.0,40.0,436.0,379.5,815.5,518.0,100.0
140.0,35.0,10.0,263.0,233.25,496.25,602.75,80.0
140.0,35.0,20.0,253.0,253.0,506.0,610.5,80.0
140.0,35.0,30.0,243.0,315.75,558.75,585.75,90.0
140.0,35.0,40.0,416.5,395.5,812.0,385.0,100.0
160.0,40.0,10.0,21.0,118.5,139.5,744.5,80.0
160.0,40.0,20.0,0.0,105.0,105.0,779.0,70.0
160.0,40.0,30.0,157.5,188.5,346.0,610.0,90.0
160.0,40.0,40.0,246.0,180.0,426.0,552.0,100.0
180.0,45.0,10.0,-116.0,237.25,121.25,819.25,100.0
180.0,45.0,20.0,-146.5,220.25,73.75,866.75,80.0
180.0,45.0,30.0,-81.75,203.25,121.5,850.5,80.0
180.0,45.0,40.0,-103.75,290.0,186.25,808.25,90.0
200.0,50.0,10.0,-76.0,-78.0,-154.0,1121.5,60.0
200.0,50.0,20.0,-58.5,-19.0,-77.5,1072.5,60.0
200.0,50.0,30.0,-84.0,174.5,90.5,957.0,70.0
200.0,50.0,40.0,-109.5,211.0,101.5,996.0,70.0
40.0,10.0,10.0,-168.5,-255.5,-424.0,854.0,30.0
40.0,10.0,20.0,-183.5,-272.5,-456.0,886.0,30.0
40.0,10.0,30.0,-163.0,-248.5,-411.5,852.5,40.0
40.0,10.0,40.0,-173.0,-257.0,-430.0,871.0,40.0
60.0,15.0,10.0,231.0,255.0,486.0,301.5,100.0
60.0,15.0,20.0,217.5,255.0,472.5,315.0,100.0
60.0,15.0,30.0,204.0,255.0,459.0,328.5,100.0
60.0,15.0,40.0,190.5,255.0,445.5,342.0,90.0
80.0,20.0,10.0,229.5,250.5,480.0,390.0,90.0
80.0,20.0,20.0,219.0,242.0,461.0,409.0,80.0
80.0,20.0,30.0,205.5,233.5,439.0,431.0,80.0
80.0,20.0,40.0,192.0,225.0,417.0,453.0,80.0
100.0,25.0,10.0,334.0,284.25,618.25,555.5,80.0
100.0,25.0,20.0,320.5,262.25,582.75,591.0,70.0
100.0,25.0,30.0,371.25,240.25,611.5,576.0,80.0
100.0,25.0,40.0,366.25,218.25,584.5,603.0,80.0
120.0,30.0,10.0,266.0,263.0,529.0,705.5,70.0
120.0,30.0,20.0,244.0,303.0,547.0,702.5,70.0
120.0,30.0,30.0,231.0,288.0,519.0,730.5,70.0
120.0,30.0,40.0,205.5,273.0,478.5,771.0,70.0
140.0,35.0,10.0,-15.0,179.0,164.0,621.75,80.0
140.0,35.0,20.0,-33.5,169.0,135.5,650.25,80.0
140.0,35.0,30.0,-45.0,159.0,114.0,671.75,70.0
140.0,35.0,40.0,-67.0,149.0,82.0,703.75,70.0
160.0,40.0,10.0,-115.5,15.5,-100.0,864.0,60.0
160.0,40.0,20.0,-139.0,-3.0,-142.0,906.0,60.0
160.0,40.0,30.0,-162.5,-21.5,-184.0,948.0,60.0
160.0,40.0,40.0,-90.0,-40.0,-130.0,922.0,60.0
180.0,45.0,10.0,-182.75,-55.0,-237.75,1038.75,60.0
180.0,45.0,20.0,-214.75,-56.25,-271.0,1072.0,60.0
180.0,45.0,30.0,-246.75,107.25,-139.5,1005.75,70.0
180.0,45.0,40.0,-278.75,97.25,-181.5,1047.75,70.0
200.0,50.0,10.0,-112.0,-63.5,-175.5,1065.5,60.0
200.0,50.0,20.0,-139.0,-87.0,-226.0,1116.0,60.0
200.0,50.0,30.0,-166.0,7.0,-159.0,1076.5,70.0
200.0,50.0,40.0,-193.0,-11.5,-204.5,1122.0,70.0
40.0,10.0,10.0,-226.0,-286.0,-512.0,898.0,20.0
40.0,10.0,20.0,-249.5,-296.0,-545.5,931.5,20.0
40.0,10.0,30.0,-232.0,-270.5,-502.5,901.0,30.0
40.0,10.0,40.0,-256.0,-275.5,-531.5,930.0,30.0
60.0,15.0,10.0,69.0,204.75,273.75,407.25,80.0
60.0,15.0,20.0,54.0,191.25,245.25,435.75,80.0
60.0,15.0,30.0,36.0,226.5,262.5,428.25,80.0
